source_path,source_bytes,source_sha256,archive_path,archive_bytes,archive_sha256
"logs/r8b_attack/partC_gpt_oss_120b.log",499187,3ebec53d5ee7cf333b1becb9b4a1bfb62a469ab4cdc6f90c02865a9ab2eb3aa4,"logs_archive/r8b_attack/partC_gpt_oss_120b.log.gz",40266,591fbaf63780f2f4f881c074f8dd20b461442e8335e64be246090a9243c01426
"logs/r8b_attack/partC_mistral_small_3p2.log",639030,54511c08ead48834c4f1d57719805dbc318203aca07119ead287ba4687d3ba9d,"logs_archive/r8b_attack/partC_mistral_small_3p2.log.gz",65788,65000938390241cbb6cbfd8517ab798144008fd3f3906cb468388ea1122a2ee2
"logs/r8b_attack/post_review.log",53,beda82ffc93b633f55dd0f491bd878ba2c76668a2d55488d6d1dab3a87e9e1b0,"logs_archive/r8b_attack/post_review.log.gz",69,27df954f4feb010a26ca8de3afafc3fa74579fdf7acc4f30fd83e4244e9f63b1
"logs/r8b_attack/pre_review.log",44,cc504a77a62b52c1c289288b10e888972c7f5176e72e893221044bf2807f95dc,"logs_archive/r8b_attack/pre_review.log.gz",62,13f55aa1d1653ba9b98420547c805db3f1d5f37fea8fcca3dcfe2c9e98c6d5a2
"logs/r8b_attack/reviews.log",0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,"logs_archive/r8b_attack/reviews.log.gz",20,f61f27bd17de546264aa58f40f3aafaac7021e0ef69c17f6b1b4cd7664a037ec
"logs/r8b_attack/safety_postrun.log",1533,d680cdab6d0b103e2f1f657c00b6ccef895fa13200e20d9e3c940d2de8667965,"logs_archive/r8b_attack/safety_postrun.log.gz",696,734f067e588d416361eb8210a3f7808184efa9ccfc3dba5cd8f8814a68a0555f
"logs/r8b_attack/safety_prerun.log",1533,fa2bab1eb00e11b17038ddf5742a33487370a44dfdcf70be2202f92d9ee80915,"logs_archive/r8b_attack/safety_prerun.log.gz",699,141f6b3f2dafaf9d47c6add034f58850c94761fc4e01932513e771633f366053
"logs/r9_calibration.log",14291,1ce19f45be6b5696de94ebf5de19fff28e47548a6e9e469981caa8d38d74b276,"logs_archive/r9_calibration.log.gz",1198,e34dd600f27c6d101aa7d7742334611847fc984cda019700dea41899c7aad67b
"logs/r9_calibration2.log",10110,0e1c60a30d5e25d920080a52ba2cbdfb53c8922bb98b36c1346983779c16957d,"logs_archive/r9_calibration2.log.gz",1100,2e53ee1c26ef97104bc90adf55cfc79062cfc5bc6ede66b85bcbb04a93fce4dc
"logs/r9_ledgers.log",7941,d9d508a071eeb011f38df8b545e650a270f5cd62caf1db4b42ec331f483a24b5,"logs_archive/r9_ledgers.log.gz",1044,d7fd98d4ba098dcc5f8754e793f7e9df033e931bb67f0b2674c5579e5a5aa78b
"logs/r9_ledgers2.log",0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,"logs_archive/r9_ledgers2.log.gz",20,f61f27bd17de546264aa58f40f3aafaac7021e0ef69c17f6b1b4cd7664a037ec
"logs/r9_ledgers3.log",2041,4fc2dc9dd27aa833e11d10fad7f263253876bac286d8132111ff2ba1d78b267e,"logs_archive/r9_ledgers3.log.gz",429,11bd2520c0e419a1b6d07e4e983ec9245ee4bc83af2c9ccaccd5774a0b823c84
"logs/r9_pipeline.log",13830,206f27047c08563d25023c4861f8c0e6691ee5025112490c6921f8711e8d0f99,"logs_archive/r9_pipeline.log.gz",2396,299e3dc9f6f046817230a7dafdefce384b2bfab0789e2022e5ce877cdc4f48ca
